FECHA;Tipo de Cambio;Superior;Regular;Diesel;Bunker;Glp Cilindro 25Lbs.;
;GTQ/USD;GTQ/GALON;GTQ/GALON;GTQ/GALON;GTQ/GALON;GTQ/CIL 25 LB;GTQ/LB
12/sep/2024;7.73105; 31.18 ; 29.68 ; 26.91 ; 16.69 ; 110.00 ; 4.40 
13/sep/2024;7.72928; 31.18 ; 29.68 ; 26.91 ; 16.69 ; 110.00 ; 4.40 
14/sep/2024;7.72928; 31.18 ; 29.68 ; 26.91 ; 16.69 ; 110.00 ; 4.40 
15/sep/2024;7.72928; 31.18 ; 29.68 ; 26.91 ; 16.69 ; 110.00 ; 4.40 
16/sep/2024;7.72928; 31.18 ; 29.68 ; 26.91 ; 16.69 ; 110.00 ; 4.40 
17/sep/2024;7.72224; 30.01 ; 28.51 ; 25.98 ; 16.69 ; 110.00 ; 4.40 
18/sep/2024;7.72825; 30.01 ; 28.51 ; 25.98 ; 16.69 ; 110.00 ; 4.40 
19/sep/2024;7.72875; 30.01 ; 28.51 ; 25.98 ; 16.69 ; 110.00 ; 4.40 
20/sep/2024;7.72859; 30.01 ; 28.51 ; 25.98 ; 16.69 ; 110.00 ; 4.40 
21/sep/2024;7.72859; 30.01 ; 28.51 ; 25.98 ; 16.69 ; 110.00 ; 4.40 
22/sep/2024;7.72859; 30.01 ; 28.51 ; 25.98 ; 16.69 ; 110.00 ; 4.40 
23/sep/2024;7.72900; 29.51 ; 27.99 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
24/sep/2024;7.72542; 29.51 ; 27.99 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
25/sep/2024;7.72828; 29.51 ; 27.99 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
26/sep/2024;7.73140; 29.51 ; 27.99 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
27/sep/2024;7.73184; 29.51 ; 27.99 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
28/sep/2024;7.73184; 29.51 ; 27.99 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
29/sep/2024;7.73184; 29.51 ; 27.99 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
30/sep/2024;7.72348; 29.50 ; 28.00 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
01/oct/2024;7.72798; 29.50 ; 28.00 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
02/oct/2024;7.73230; 29.50 ; 28.00 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
03/oct/2024;7.73136; 29.50 ; 28.00 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
04/oct/2024;7.73079; 29.50 ; 28.00 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
05/oct/2024;7.73079; 29.50 ; 28.00 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
06/oct/2024;7.73079; 29.50 ; 28.00 ; 25.50 ; 17.69 ; 110.00 ; 4.40 
07/oct/2024;7.72646; 29.16 ; 27.66 ; 25.43 ; 18.69 ; 110.00 ; 4.40 
08/oct/2024;7.72540; 29.16 ; 27.66 ; 25.43 ; 18.69 ; 110.00 ; 4.40 
09/oct/2024;7.72718; 29.16 ; 27.66 ; 25.43 ; 18.69 ; 110.00 ; 4.40 
10/oct/2024;7.72795; 29.16 ; 27.66 ; 25.43 ; 18.69 ; 110.00 ; 4.40 
11/oct/2024;7.72795; 29.16 ; 27.66 ; 25.43 ; 18.69 ; 110.00 ; 4.40 
12/oct/2024;7.72795; 29.16 ; 27.66 ; 25.43 ; 18.69 ; 110.00 ; 4.40 
13/oct/2024;7.72795; 29.16 ; 27.66 ; 25.43 ; 18.69 ; 110.00 ; 4.40 
14/oct/2024;7.72533; 30.48 ; 29.01 ; 26.77 ; 19.69 ; 110.00 ; 4.40 
15/oct/2024;7.73074; 30.48 ; 29.01 ; 26.77 ; 19.69 ; 110.00 ; 4.40 
16/oct/2024;7.72643; 30.48 ; 29.01 ; 26.77 ; 19.69 ; 110.00 ; 4.40 
17/oct/2024;7.72785; 30.48 ; 29.01 ; 26.77 ; 19.69 ; 110.00 ; 4.40 
18/oct/2024;7.72770; 30.48 ; 29.01 ; 26.77 ; 19.69 ; 110.00 ; 4.40 
19/oct/2024;7.72770; 30.48 ; 29.01 ; 26.77 ; 19.69 ; 110.00 ; 4.40 
20/oct/2024;7.72770; 30.48 ; 29.01 ; 26.77 ; 19.69 ; 110.00 ; 4.40 
21/oct/2024;7.72770; 30.48 ; 29.01 ; 26.77 ; 19.69 ; 110.00 ; 4.40 
22/oct/2024;7.72536; 30.11 ; 28.62 ; 26.39 ; 18.69 ; 110.00 ; 4.40 
23/oct/2024;7.72628; 30.11 ; 28.62 ; 26.39 ; 18.69 ; 110.00 ; 4.40 
24/oct/2024;7.73108; 30.11 ; 28.62 ; 26.39 ; 18.69 ; 110.00 ; 4.40 
25/oct/2024;7.72565; 30.11 ; 28.62 ; 26.39 ; 18.69 ; 110.00 ; 4.40 
26/oct/2024;7.72565; 30.11 ; 28.62 ; 26.39 ; 18.69 ; 110.00 ; 4.40 
27/oct/2024;7.72565; 30.11 ; 28.62 ; 26.39 ; 18.69 ; 110.00 ; 4.40 
28/oct/2024;7.72412; 29.98 ; 28.48 ; 26.28 ; 18.99 ; 110.00 ; 4.40 
29/oct/2024;7.72200; 29.98 ; 28.48 ; 26.28 ; 18.99 ; 110.00 ; 4.40 
30/oct/2024;7.72354; 29.98 ; 28.48 ; 26.28 ; 18.99 ; 110.00 ; 4.40 
31/oct/2024;7.72505; 29.98 ; 28.48 ; 26.28 ; 18.99 ; 110.00 ; 4.40 
01/nov/2024;7.72505; 29.98 ; 28.48 ; 26.28 ; 18.99 ; 110.00 ; 4.40 
02/nov/2024;7.72505; 29.98 ; 28.48 ; 26.28 ; 18.99 ; 110.00 ; 4.40 
03/nov/2024;7.72505; 29.98 ; 28.48 ; 26.28 ; 18.99 ; 110.00 ; 4.40 
04/nov/2024;7.72288; 29.00 ; 27.49 ; 25.65 ; 17.99 ; 110.00 ; 4.40 
05/nov/2024;7.72253; 29.00 ; 27.49 ; 25.65 ; 17.99 ; 110.00 ; 4.40 
06/nov/2024;7.72220; 29.00 ; 27.49 ; 25.65 ; 17.99 ; 110.00 ; 4.40 
07/nov/2024;7.72371; 29.00 ; 27.49 ; 25.65 ; 17.99 ; 110.00 ; 4.40 
08/nov/2024;7.72169; 29.00 ; 27.49 ; 25.65 ; 17.99 ; 110.00 ; 4.40 
09/nov/2024;7.72169; 29.00 ; 27.49 ; 25.65 ; 17.99 ; 110.00 ; 4.40 
10/nov/2024;7.72169; 29.00 ; 27.49 ; 25.65 ; 17.99 ; 110.00 ; 4.40 
11/nov/2024;7.72037; 28.88 ; 27.37 ; 25.58 ; 17.99 ; 110.00 ; 4.40 
12/nov/2024;7.72304; 28.88 ; 27.37 ; 25.58 ; 17.99 ; 110.00 ; 4.40 
13/nov/2024;7.71791; 28.88 ; 27.37 ; 25.58 ; 17.99 ; 110.00 ; 4.40 
14/nov/2024;7.71951; 28.88 ; 27.37 ; 25.58 ; 17.99 ; 110.00 ; 4.40 
15/nov/2024;7.72007; 28.88 ; 27.37 ; 25.58 ; 17.99 ; 110.00 ; 4.40 
16/nov/2024;7.72007; 28.88 ; 27.37 ; 25.58 ; 17.99 ; 110.00 ; 4.40 
17/nov/2024;7.72007; 28.88 ; 27.37 ; 25.58 ; 17.99 ; 110.00 ; 4.40 
18/nov/2024;7.71604; 28.88 ; 27.37 ; 25.60 ; 17.69 ; 110.00 ; 4.40 
19/nov/2024;7.71501; 28.88 ; 27.37 ; 25.60 ; 17.69 ; 110.00 ; 4.40 
20/nov/2024;7.71446; 28.88 ; 27.37 ; 25.60 ; 17.69 ; 110.00 ; 4.40 
21/nov/2024;7.71485; 28.88 ; 27.37 ; 25.60 ; 17.69 ; 110.00 ; 4.40 
22/nov/2024;7.71670; 28.88 ; 27.37 ; 25.60 ; 17.69 ; 110.00 ; 4.40 
23/nov/2024;7.71670; 28.88 ; 27.37 ; 25.60 ; 17.69 ; 110.00 ; 4.40 
24/nov/2024;7.71670; 28.88 ; 27.37 ; 25.60 ; 17.69 ; 110.00 ; 4.40 
25/nov/2024;7.71178; 28.93 ; 27.43 ; 25.61 ; 17.69 ; 110.00 ; 4.40 
26/nov/2024;7.71033; 28.93 ; 27.43 ; 25.61 ; 17.69 ; 110.00 ; 4.40 
27/nov/2024;7.71188; 28.93 ; 27.43 ; 25.61 ; 17.69 ; 110.00 ; 4.40 
28/nov/2024;7.71515; 28.93 ; 27.43 ; 25.61 ; 17.69 ; 110.00 ; 4.40 
29/nov/2024;7.71740; 28.93 ; 27.43 ; 25.61 ; 17.69 ; 110.00 ; 4.40 
30/nov/2024;7.71740; 28.93 ; 27.43 ; 25.61 ; 17.69 ; 110.00 ; 4.40 
01/dic/2024;7.71740; 28.93 ; 27.43 ; 25.61 ; 17.69 ; 110.00 ; 4.40 
02/dic/2024;7.70966; 28.88 ; 27.38 ; 25.58 ; 17.94 ; 110.00 ; 4.40 
03/dic/2024;7.71186; 28.88 ; 27.38 ; 25.58 ; 17.94 ; 110.00 ; 4.40 
04/dic/2024;7.70941; 28.88 ; 27.38 ; 25.58 ; 17.94 ; 110.00 ; 4.40 
05/dic/2024;7.70902; 28.88 ; 27.38 ; 25.58 ; 17.94 ; 110.00 ; 4.40 
06/dic/2024;7.70342; 28.88 ; 27.38 ; 25.58 ; 17.94 ; 110.00 ; 4.40 
07/dic/2024;7.70342; 28.88 ; 27.38 ; 25.58 ; 17.94 ; 110.00 ; 4.40 
08/dic/2024;7.70342; 28.88 ; 27.38 ; 25.58 ; 17.94 ; 110.00 ; 4.40 
09/dic/2024;7.70188; 28.33 ; 26.82 ; 24.89 ; 17.94 ; 110.00 ; 4.40 
10/dic/2024;7.69994; 28.33 ; 26.82 ; 24.89 ; 17.94 ; 110.00 ; 4.40 
11/dic/2024;7.70013; 28.33 ; 26.82 ; 24.89 ; 17.94 ; 110.00 ; 4.40 
12/dic/2024;7.69986; 28.33 ; 26.82 ; 24.89 ; 17.94 ; 110.00 ; 4.40 
13/dic/2024;7.69824; 28.33 ; 26.82 ; 24.89 ; 17.94 ; 110.00 ; 4.40 
14/dic/2024;7.69824; 28.33 ; 26.82 ; 24.89 ; 17.94 ; 110.00 ; 4.40 
15/dic/2024;7.69824; 28.33 ; 26.82 ; 24.89 ; 17.94 ; 110.00 ; 4.40 
16/dic/2024;7.69433; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
17/dic/2024;7.69624; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
18/dic/2024;7.69708; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
19/dic/2024;7.70174; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
20/dic/2024;7.70255; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
21/dic/2024;7.70255; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
22/dic/2024;7.70255; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
23/dic/2024;7.69885; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
24/dic/2024;7.69903; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
25/dic/2024;7.69903; 28.41 ; 26.91 ; 24.99 ; 17.94 ; 110.00 ; 4.40 
26/dic/2024;7.71430; 28.99 ; 27.49 ; 25.51 ; 17.94 ; 110.00 ; 4.40 
27/dic/2024;7.70694; 28.99 ; 27.49 ; 25.51 ; 17.94 ; 110.00 ; 4.40 
28/dic/2024;7.70694; 28.99 ; 27.49 ; 25.51 ; 17.94 ; 110.00 ; 4.40 
29/dic/2024;7.70694; 28.99 ; 27.49 ; 25.51 ; 17.94 ; 110.00 ; 4.40 
30/dic/2024;7.70625; 28.95 ; 27.45 ; 25.47 ; 18.74 ; 110.00 ; 4.40 
31/dic/2024;7.70625; 28.95 ; 27.45 ; 25.47 ; 18.74 ; 110.00 ; 4.40 
